,time,open_price
0,2014-02-17 08:00:00,0.00281482
1,2014-02-18 08:00:00,0.00253863
2,2014-02-19 08:00:00,0.0022811
3,2014-02-20 08:00:00,0.00445824
4,2014-02-21 08:00:00,0.00335743
5,2014-02-22 08:00:00,0.00343052
6,2014-02-23 08:00:00,0.00338563
7,2014-02-24 08:00:00,0.00301709
8,2014-02-25 08:00:00,0.00281401
9,2014-02-26 08:00:00,0.0036
10,2014-02-27 08:00:00,0.01
11,2014-03-04 08:00:00,0.00318516
12,2014-03-12 08:00:00,1e-05
13,2014-03-17 08:00:00,0.00202
14,2014-03-18 08:00:00,0.0015
15,2014-03-19 08:00:00,0.00014999
16,2014-03-21 08:00:00,0.001
17,2014-03-22 08:00:00,0.003
18,2014-03-26 08:00:00,0.01
19,2014-03-28 08:00:00,0.00799998
20,2014-03-29 08:00:00,0.0025
21,2014-03-30 08:00:00,0.002
22,2014-03-31 08:00:00,0.0024
23,2014-04-01 08:00:00,0.0024
24,2014-04-02 08:00:00,0.0029999
25,2014-04-03 08:00:00,0.002
26,2014-04-04 08:00:00,0.002
27,2014-04-06 08:00:00,0.00201
28,2014-04-08 08:00:00,0.002
29,2014-04-09 08:00:00,0.00215
30,2014-04-10 08:00:00,0.00257
31,2014-04-11 08:00:00,0.00221
32,2014-04-13 08:00:00,0.00235
33,2014-04-14 08:00:00,0.00222101
34,2014-04-15 08:00:00,0.0024
35,2014-04-16 08:00:00,0.002001
36,2014-04-17 08:00:00,0.002001
37,2014-04-18 08:00:00,0.002001
38,2014-04-19 08:00:00,0.002001
39,2014-04-20 08:00:00,0.0020002
40,2014-04-21 08:00:00,0.0018
41,2014-04-22 08:00:00,0.000225
42,2014-04-23 08:00:00,0.0018
43,2014-04-24 08:00:00,0.0019
44,2014-04-25 08:00:00,0.0019001
45,2014-04-26 08:00:00,0.00183901
46,2014-04-27 08:00:00,0.00186
47,2014-04-29 08:00:00,0.00225999
48,2014-05-01 08:00:00,0.00229999
49,2014-05-02 08:00:00,0.00184501
50,2014-05-03 08:00:00,0.001844
51,2014-05-04 08:00:00,0.001844
52,2014-05-05 08:00:00,0.00175
53,2014-05-06 08:00:00,0.00175
54,2014-05-07 08:00:00,0.00175
55,2014-05-08 08:00:00,0.0018
56,2014-05-09 08:00:00,0.00179999
57,2014-05-10 08:00:00,0.00194
58,2014-05-11 08:00:00,0.00205
59,2014-05-12 08:00:00,0.00201
60,2014-05-13 08:00:00,0.00201
61,2014-05-14 08:00:00,0.0022
62,2014-05-15 08:00:00,0.0025
63,2014-05-16 08:00:00,0.00230001
64,2014-05-17 08:00:00,0.0023
65,2014-05-18 08:00:00,0.00210106
66,2014-05-19 08:00:00,0.002102
67,2014-05-20 08:00:00,0.00207057
68,2014-05-21 08:00:00,0.00201
69,2014-05-22 08:00:00,0.0018028
70,2014-05-23 08:00:00,0.0018
71,2014-05-24 08:00:00,0.00200231
72,2014-05-25 08:00:00,0.00162128
73,2014-05-26 08:00:00,0.0019491
74,2014-05-27 08:00:00,0.0017
75,2014-05-28 08:00:00,0.00178999
76,2014-05-29 08:00:00,0.001702
77,2014-05-30 08:00:00,0.00171
78,2014-05-31 08:00:00,0.00155561
79,2014-06-01 08:00:00,0.00138582
80,2014-06-02 08:00:00,0.00147752
81,2014-06-03 08:00:00,0.00144444
82,2014-06-04 08:00:00,0.00131521
83,2014-06-05 08:00:00,0.00130025
84,2014-06-06 08:00:00,0.00121605
85,2014-06-07 08:00:00,0.00109601
86,2014-06-08 08:00:00,0.00122001
87,2014-06-09 08:00:00,0.001188
88,2014-06-10 08:00:00,0.00105555
89,2014-06-11 08:00:00,0.00121
90,2014-06-12 08:00:00,0.00145055
