,time,open_price
0,2018-05-29 08:00:00,3e-05
1,2018-05-30 08:00:00,2.973e-05
2,2018-05-31 08:00:00,2.839e-05
3,2018-06-01 08:00:00,2.857e-05
4,2018-06-02 08:00:00,3.2e-05
5,2018-06-03 08:00:00,3.283e-05
6,2018-06-04 08:00:00,2.985e-05
7,2018-06-05 08:00:00,2.86e-05
8,2018-06-06 08:00:00,2.83e-05
9,2018-06-07 08:00:00,2.711e-05
10,2018-06-08 08:00:00,2.66e-05
11,2018-06-09 08:00:00,2.624e-05
12,2018-06-10 08:00:00,2.501e-05
13,2018-06-11 08:00:00,2.284e-05
14,2018-06-12 08:00:00,2.351e-05
15,2018-06-13 08:00:00,2.229e-05
16,2018-06-14 08:00:00,2.214e-05
17,2018-06-15 08:00:00,2.172e-05
18,2018-06-16 08:00:00,2.198e-05
19,2018-06-17 08:00:00,2.163e-05
20,2018-06-18 08:00:00,2.121e-05
21,2018-06-19 08:00:00,2.071e-05
22,2018-06-20 08:00:00,2.019e-05
23,2018-06-21 08:00:00,1.955e-05
24,2018-06-22 08:00:00,1.842e-05
25,2018-06-23 08:00:00,1.813e-05
26,2018-06-24 08:00:00,1.666e-05
27,2018-06-25 08:00:00,1.684e-05
28,2018-06-26 08:00:00,1.784e-05
29,2018-06-27 08:00:00,1.715e-05
30,2018-06-28 08:00:00,1.712e-05
31,2018-06-29 08:00:00,1.656e-05
32,2018-06-30 08:00:00,1.702e-05
33,2018-07-01 08:00:00,1.789e-05
34,2018-07-02 08:00:00,1.895e-05
35,2018-07-03 08:00:00,1.88e-05
36,2018-07-04 08:00:00,1.813e-05
37,2018-07-05 08:00:00,1.741e-05
38,2018-07-06 08:00:00,1.659e-05
39,2018-07-07 08:00:00,1.667e-05
40,2018-07-08 08:00:00,1.616e-05
41,2018-07-09 08:00:00,1.631e-05
42,2018-07-10 08:00:00,1.639e-05
43,2018-07-11 08:00:00,1.611e-05
44,2018-07-12 08:00:00,1.597e-05
