,time,open_price
0,2018-09-18 08:00:00,52.202
1,2018-09-19 08:00:00,53.257
2,2018-09-20 08:00:00,53.941
3,2018-09-21 08:00:00,57.497
4,2018-09-22 08:00:00,60.399
5,2018-09-23 08:00:00,59.832
6,2018-09-24 08:00:00,61.347
7,2018-09-25 08:00:00,57.66
8,2018-09-26 08:00:00,57.2
9,2018-09-27 08:00:00,58.126
10,2018-09-28 08:00:00,63.26
11,2018-09-29 08:00:00,61.0
12,2018-09-30 08:00:00,60.781
13,2018-10-01 08:00:00,61.5
14,2018-10-02 08:00:00,59.546
15,2018-10-03 08:00:00,59.362
16,2018-10-04 08:00:00,56.757
17,2018-10-05 08:00:00,58.303
18,2018-10-06 08:00:00,58.824
19,2018-10-07 08:00:00,57.064
20,2018-10-08 08:00:00,57.743
21,2018-10-09 08:00:00,58.805
22,2018-10-10 08:00:00,58.509
23,2018-10-11 08:00:00,57.5
24,2018-10-12 08:00:00,51.833
25,2018-10-13 08:00:00,52.72
26,2018-10-14 08:00:00,52.464
27,2018-10-15 08:00:00,51.544
28,2018-10-16 08:00:00,53.2
29,2018-10-17 08:00:00,53.118
30,2018-10-18 08:00:00,52.7
31,2018-10-19 08:00:00,52.386
32,2018-10-20 08:00:00,51.615
33,2018-10-21 08:00:00,53.157
34,2018-10-22 08:00:00,52.03
35,2018-10-23 08:00:00,52.0
36,2018-10-24 08:00:00,52.19
37,2018-10-25 08:00:00,51.96
38,2018-10-26 08:00:00,51.63
39,2018-10-27 08:00:00,51.433
40,2018-10-28 08:00:00,51.779
41,2018-10-29 08:00:00,51.38
42,2018-10-30 08:00:00,48.45
43,2018-10-31 08:00:00,48.8
44,2018-11-01 08:00:00,49.61
45,2018-11-02 08:00:00,50.25
46,2018-11-03 08:00:00,51.226
47,2018-11-04 08:00:00,50.724
48,2018-11-05 08:00:00,54.04
49,2018-11-06 08:00:00,53.261
50,2018-11-07 08:00:00,56.0
51,2018-11-08 08:00:00,53.702
52,2018-11-09 08:00:00,52.1
53,2018-11-10 08:00:00,51.77
54,2018-11-11 08:00:00,52.141
55,2018-11-12 08:00:00,50.943
56,2018-11-13 08:00:00,50.07
57,2018-11-14 08:00:00,48.71
58,2018-11-15 08:00:00,42.297
59,2018-11-16 08:00:00,42.751
60,2018-11-17 08:00:00,41.73
61,2018-11-18 08:00:00,41.95
62,2018-11-19 08:00:00,41.67
63,2018-11-20 08:00:00,36.176
64,2018-11-21 08:00:00,32.31
65,2018-11-22 08:00:00,34.35
66,2018-11-23 08:00:00,31.0
67,2018-11-24 08:00:00,31.794
68,2018-11-25 08:00:00,28.688
69,2018-11-26 08:00:00,30.37
70,2018-11-27 08:00:00,29.05
